,PPG_Rate
595,49.728135038247025
596,49.79787149838714
597,49.85799585442129
598,49.90808579791123
599,49.94772788748902
600,49.976519175203535
601,49.994068865967876
602,50.0
603,49.99285726895269
604,49.97179153065111
605,49.93736256438675
606,49.89014921315251
607,49.83074643163559
608,49.7597624092847
609,49.67781578848821
610,49.585532995428146
611,49.48354569866789
612,49.3724884080371
613,49.25299622393696
614,49.12570274483867
615,48.99123813851944
616,48.8502273804974
617,48.70328866120844
618,48.551031961729194
619,48.39405779629726
620,48.23295611851899
621,48.06830538698476
622,47.90067178502879
623,47.73060858856897
624,47.55865567533291
625,47.38533916830838
626,47.211171205938605
627,47.03664983140194
628,46.862258993258315
629,46.68846864979825
630,46.515734969581295
631,46.344500620886315
632,46.17519514310494
633,46.00823539347987
634,45.844026063011945
635,45.68296025582458
636,45.52542012677341
637,45.371777572615585
638,45.222394972601556
639,45.07762597491796
640,44.93781632598858
641,44.80330474023003
642,44.67442380845827
643,44.55150094374874
644,44.43485936417088
645,44.324819112444615
646,44.221698113207545
647,44.12581326923875
648,44.03748159866315
649,43.957021415865235
650,43.88475355957775
651,43.82100267238977
652,43.766098536745766
653,43.720377473395764
654,43.68418380921707
655,43.6578714223752
656,43.641805373942404
657,43.63636363636363
658,43.646894090208946
659,43.67812318688148
660,43.72954930549081
661,43.800722661844645
662,43.891240853146094
663,44.00074480134045
664,44.12891504008447
665,44.27546829670829
666,44.44015432592638
667,44.62275295658733
668,44.82307131656195
669,45.040941204064715
670,45.27621657637422
671,45.52877112914231
672,45.79849594132169
673,46.08529716225604
674,46.38909371871136
675,46.70981502062703
676,47.04739864516685
677,47.40178797929043
678,47.77292980157771
679,48.16077178445468
680,48.5652598983217
681,48.986335699407725
682,49.42393348350124
683,49.877977288076885
684,50.348377725787955
685,50.835028632870646
686,51.337803516756715
687,51.856551788169
688,52.39109476423772
689,52.94122143079057
690,53.50668395400481
691,54.08719293414325
692,54.68241239720905
693,55.29195452413423
694,55.915374121653834
695,56.55216284440469
696,57.20174318411625
697,57.86346224911794
698,58.53658536585366
699,59.292309008693564
700,60.20048956026757
701,61.25904645169219
702,62.46659328548028
703,63.82208314000917
704,65.32442872616191
705,66.97207819433972
706,68.76252827426251
707,70.69175775216918
708,72.75356687450034
709,74.93881316572592
710,77.23454267576798
711,79.62302936957816
712,82.0807558276954
713,84.57739688263393
714,87.07490444735504
715,89.52683462539686
716,91.8781017363837
717,94.06537784218374
718,96.01836515030514
719,97.66213304540095
720,98.92061336965523
721,99.72117861368514
722,100.0
723,99.9413900041254
724,99.76972655150604
725,99.49177325517962
726,99.11486518591686
727,98.6467678566743
728,98.09554080210222
729,97.46940911081909
730,96.77664554571265
731,96.02546515073509
732,95.22393353556346
733,94.37988938593823
734,93.50088119054314
735,92.59411771779357
736,91.66643142177594
737,90.72425370261463
738,89.77360078429726
739,88.82006889068012
740,87.86883738452302
741,86.92467857108416
742,85.99197294376978
743,85.07472875259253
744,84.17660489643328
745,83.30093626884805
746,82.4507608177692
747,81.62884770698174
748,80.8377260882933
749,80.07971410572888
750,79.35694785580462
751,78.6714101207418
