unix time ms,samples
1760401126083,37668726
1760401126123,37692465
1760401126163,37697569
1760401126203,37704944
1760401126243,37707470
1760401126283,37714813
1760401126323,37733875
1760401126363,37725669
1760401126403,37685694
1760401126443,37623794
1760401126483,37517725
1760401126523,37477957
1760401126563,37520315
1760401126603,37606698
1760401126643,37934901
1760401126683,38246979
1760401126723,38417857
1760401126763,38509948
1760401126803,38477511
1760401126843,38696827
1760401126883,38879565
1760401126923,38966832
1760401126963,38841988
1760401127003,38728453
1760401127043,38561603
1760401127083,38567899
1760401127122,38719060
1760401127162,39137234
1760401127202,39638151
1760401127242,39957164
1760401127282,40218718
1760401127322,40424052
1760401127362,40571835
1760401127402,40689488
1760401127442,40776310
1760401127482,40896797
1760401127522,41080906
1760401127562,41242335
1760401127603,41367746
1760401127643,41460516
1760401127683,41511744
1760401127723,41358209
1760401127763,41738551
1760401127803,42332577
1760401127843,42872657
1760401127883,43244273
1760401127923,43453205
1760401127963,43776039
1760401128003,44291089
1760401128043,44642036
1760401128082,44977673
1760401128122,45212755
1760401128162,45404562
1760401128202,45481068
1760401128242,45517252
1760401128282,45533642
1760401128322,45580492
1760401128362,45578744
1760401128402,45514049
1760401128442,45553115
1760401128482,45586678
1760401128522,45586789
1760401128561,45604102
1760401128601,45728553
1760401128641,45866109
1760401128681,45911382
1760401128721,45887520
1760401128761,46041175
1760401128801,46353737
1760401128841,46564585
1760401128881,46756995
1760401128921,46943791
1760401128961,47089351
1760401129001,47165596
1760401129041,47224828
1760401129081,47292878
1760401129121,47367004
1760401129161,47438579
1760401129201,47488241
1760401129241,47522818
1760401129281,47531053
1760401129321,47464198
1760401129361,47324162
1760401129401,47171521
1760401129441,46689116
1760401129481,46063339
1760401129520,45911552
1760401129560,45852672
1760401129600,45766273
1760401129640,45852139
1760401129680,45964699
1760401129720,46194578
1760401129760,46104434
1760401129800,45966848
1760401129840,45960180
1760401129880,45952145
1760401129920,45916524
1760401129960,45891869
1760401130001,45825054
1760401130041,45715728
1760401130081,45625976
1760401130121,45578855
1760401130161,45552653
1760401130201,45550132
1760401130241,45552744
1760401130281,45550122
1760401130321,45534154
1760401130361,45522766
1760401130401,45512854
1760401130441,45514782
1760401130480,45515063
1760401130520,45524413
1760401130560,45522695
1760401130600,45516459
1760401130640,45516630
1760401130680,45519000
1760401130720,45517222
1760401130760,45525156
1760401130800,45531814
1760401130840,45538493
1760401130880,45540321
1760401130920,45539477
1760401130960,45522284
1760401131000,45484714
1760401131040,45445989
1760401131080,45408901
1760401131120,45368810
1760401131160,45357120
1760401131200,45353274
1760401131240,45367625
1760401131280,45418753
1760401131320,45435866
1760401131360,45408288
1760401131400,45380500
1760401131439,45246507
1760401131479,45259917
1760401131519,45240119
1760401131559,45198921
1760401131599,45174150
1760401131639,45165472
1760401131679,45153293
1760401131719,45106938
1760401131759,45026239
1760401131799,44954023
1760401131839,44926226
1760401131879,44927513
1760401131920,44927226
1760401131960,44904146
1760401132000,44869798
1760401132040,44875702
1760401132080,44911856
1760401132120,44935983
1760401132160,44958383
1760401132200,44982862
1760401132240,45014823
1760401132280,45039306
1760401132320,45045681
1760401132360,45055822
1760401132399,45083926
1760401132439,45111691
1760401132479,45123162
1760401132519,45125377
1760401132559,45137632
1760401132599,45133055
1760401132639,45115284
1760401132679,45113185
1760401132719,45116675
1760401132759,45106538
1760401132799,45072291
1760401132839,45032455
1760401132879,45002620
1760401132919,44972861
1760401132959,44942731
1760401132999,44906720
1760401133039,44866745
1760401133079,44831921
1760401133119,44807563
1760401133159,44798269
1760401133199,44787837
1760401133239,44777596
1760401133279,44775397
1760401133319,44781165
1760401133358,44770725
1760401133398,44755316
1760401133438,44770929
1760401133478,44813870
1760401133518,44864046
1760401133558,44890092
1760401133598,44887678
1760401133638,44892854
1760401133678,44900788
1760401133718,44906073
1760401133758,44923328
1760401133798,44944881
1760401133839,44957836
1760401133879,44968888
1760401133919,44966442
1760401133959,44948291
1760401133999,44911904
1760401134039,44871301
1760401134079,44827177
1760401134119,44791530
1760401134159,44754924
1760401134199,44714169
1760401134239,44672143
1760401134279,44640813
1760401134318,44623561
1760401134358,44622150
1760401134398,44629373
1760401134438,44624760
1760401134478,44608604
1760401134518,44600502
1760401134558,44593511
1760401134598,44585416
1760401134638,44571594
1760401134678,44546068
1760401134718,44541024
1760401134758,44533941
1760401134798,44533457
1760401134838,44556581
1760401134878,44570135
1760401134918,44580304
1760401134958,44534497
1760401134998,44498338
1760401135038,44459706
1760401135078,44415125
1760401135118,44370477
1760401135158,44348149
1760401135198,44347118
1760401135238,44347989
1760401135277,44324630
1760401135317,44282076
1760401135357,44255359
1760401135397,44229277
1760401135437,44256690
1760401135477,44300127
1760401135517,44359905
1760401135557,44373155
1760401135597,44345811
1760401135637,44329350
1760401135677,44336617
1760401135717,44337900
1760401135758,44338556
1760401135798,44336081
1760401135838,44325637
1760401135878,44325345
1760401135918,44325629
1760401135958,44287316
1760401135998,44228490
1760401136038,44169999
1760401136078,44103806
1760401136118,44043717
1760401136158,43972320
1760401136198,43918234
1760401136237,43883287
1760401136277,43870740
1760401136317,43862318
1760401136357,43862742
1760401136397,43876736
1760401136437,43880189
1760401136477,43886313
1760401136517,43871156
1760401136557,43831180
1760401136597,43792839
1760401136637,43746380
1760401136677,43704550
1760401136717,43665146
1760401136757,43623795
1760401136797,43579491
1760401136837,43536042
1760401136877,43514713
1760401136917,43495754
1760401136957,43489031
1760401136997,43486037
1760401137037,43505188
1760401137077,43547877
1760401137117,43567775
1760401137157,43567224
1760401137196,43539188
1760401137236,43519705
1760401137276,43534459
1760401137316,43566272
1760401137356,43578388
1760401137396,43560884
1760401137436,43561903
1760401137476,43604961
1760401137516,43621897
1760401137556,43603870
1760401137596,43579559
1760401137636,43557363
1760401137677,43522471
1760401137717,43486841
1760401137757,43449207
1760401137797,43423182
1760401137837,43497881
1760401137877,43675387
1760401137917,43814612
1760401137957,43882688
1760401137997,43886757
1760401138037,43881169
1760401138077,43844203
1760401138117,43853840
1760401138156,43996011
1760401138196,44002893
1760401138236,43983318
1760401138276,43977407
1760401138316,43944767
1760401138356,43894324
1760401138396,43825381
1760401138436,43758794
1760401138476,43686827
1760401138516,43617820
1760401138556,43544880
1760401138596,43490580
1760401138636,43438079
1760401138676,43380675
1760401138716,43328394
1760401138756,43298642
1760401138796,43281501
1760401138836,43273784
1760401138876,43263080
1760401138916,43250302
1760401138956,43241884
1760401138996,43247207
1760401139036,43274520
1760401139076,43287854
1760401139115,43288181
1760401139155,43266062
1760401139195,43229980
1760401139235,43192666
1760401139275,43168102
1760401139315,43150594
1760401139355,43167038
1760401139395,43199213
1760401139435,43225051
1760401139475,43243998
1760401139515,43282719
1760401139555,43327751
1760401139596,43343299
1760401139636,43333847
1760401139676,43294592
1760401139716,43273428
1760401139756,43271620
1760401139796,43272154
1760401139836,43229508
1760401139876,43196405
1760401139916,43232533
1760401139956,43327816
1760401139996,43476134
1760401140036,43702362
1760401140075,43955959
1760401140115,44204758
1760401140155,44395319
1760401140195,44468736
1760401140235,44506691
1760401140275,44550464
1760401140315,44523199
1760401140355,44467981
1760401140395,44445863
1760401140435,44425898
1760401140475,44405011
1760401140515,44461500
1760401140555,44562419
1760401140595,44679771
1760401140635,44836087
1760401140675,44906529
1760401140715,44946938
1760401140755,44944728
1760401140795,44931343
1760401140835,44908951
1760401140875,44874700
1760401140915,44753856
1760401140955,44605297
1760401140995,44493741
1760401141034,44419326
1760401141074,44362151
1760401141114,44323954
1760401141154,44303633
1760401141194,44294763
1760401141234,44303157
1760401141274,44308877
1760401141314,44310835
1760401141354,44309113
1760401141394,44303229
1760401141434,44314345
1760401141474,44325485
1760401141515,44329470
1760401141555,44292448
1760401141595,44228562
1760401141635,44182391
1760401141675,44101952
1760401141715,43980446
1760401141755,43884626
1760401141795,43834134
1760401141835,43801857
1760401141875,43764939
1760401141915,43728665
1760401141955,43685899
1760401141994,43624859
1760401142034,43548889
1760401142074,43516004
1760401142114,43507742
1760401142154,43535778
1760401142194,43591606
1760401142234,43650141
1760401142274,43661029
1760401142314,43667396
1760401142354,43699833
1760401142394,43720831
1760401142434,43725111
1760401142474,43731067
1760401142514,43745309
1760401142554,43706689
1760401142594,43667013
1760401142634,43630131
1760401142674,43606887
1760401142714,43611332
1760401142754,43633349
1760401142794,43662824
1760401142834,43679384
1760401142874,43678221
1760401142914,43669467
1760401142953,43671494
1760401142993,43679240
1760401143033,43687866
1760401143073,43694733
1760401143113,43695968
1760401143153,43699118
1760401143193,43696100
1760401143233,43676434
1760401143273,43652091
1760401143313,43643585
1760401143353,43624515
1760401143393,43599669
1760401143434,43572208
1760401143474,43570054
1760401143514,43583548
1760401143554,43600396
1760401143594,43617468
1760401143634,43629843
1760401143674,43627005
1760401143714,43628428
1760401143754,43644321
1760401143794,43681826
1760401143834,43763728
1760401143874,43861147
1760401143913,43987075
1760401143953,44174810
1760401143993,44325302
1760401144033,44497793
1760401144073,44719157
1760401144113,44917813
1760401144153,45050691
1760401144193,45213776
1760401144233,45246123
1760401144273,45222427
1760401144313,45216708
1760401144353,45202526
1760401144393,45150668
1760401144433,45147394
1760401144473,45149634
1760401144513,45158668
1760401144553,45174175
1760401144593,45187826
1760401144633,45154734
1760401144673,45128212
1760401144713,45111942
1760401144753,45086135
1760401144793,45078166
1760401144833,45083285
1760401144872,45069465
1760401144912,45031204
1760401144952,44959191
1760401144992,44913663
1760401145032,44872936
1760401145072,44843213
1760401145112,44818187
1760401145152,44797889
1760401145192,44819906
1760401145232,44840427
1760401145272,44838624
1760401145312,44826585
1760401145353,44807039
1760401145393,44770633
1760401145433,44715036
1760401145473,44658600
1760401145513,44622490
1760401145553,44646725
1760401145593,44713837
1760401145633,44795963
1760401145673,44861316
1760401145713,44848489
1760401145753,44876610
1760401145793,44911333
1760401145832,44902219
1760401145872,44868903
1760401145912,44816716
1760401145952,44759241
1760401145992,44734363
1760401146032,44743408
1760401146072,44750171
1760401146112,44757354
1760401146152,44751462
1760401146192,44749232
1760401146232,44733099
1760401146272,44709440
1760401146311,44702689
1760401146351,44738516
1760401146391,44749676
1760401146431,44759029
1760401146471,44822192
1760401146511,44858159
1760401146551,44865449
1760401146591,44919987
1760401146631,44922029
1760401146671,44944853
1760401146711,44850960
1760401146751,44641804
1760401146791,44471533
1760401146831,44386258
1760401146871,44373699
1760401146911,44348968
1760401146951,44333779
1760401146991,44324186
1760401147031,44333096
1760401147071,44360436
1760401147111,44370113
1760401147151,44371304
1760401147191,44338168
1760401147231,44281864
1760401147271,44222326
1760401147311,44205342
1760401147351,44193475
1760401147391,44161006
1760401147431,44137383
1760401147471,44124983
1760401147511,44112552
1760401147551,44119547
1760401147591,44145829
1760401147631,44195917
1760401147671,44241709
1760401147711,44268142
1760401147751,44266731
1760401147791,44299543
1760401147831,44346626
1760401147871,44404653
1760401147911,44473904
1760401147951,44578385
1760401147991,44650462
1760401148031,44685158
1760401148071,44747505
1760401148111,44826057
1760401148151,44931846
1760401148191,45068357
1760401148230,45112118
1760401148270,45287102
1760401148310,45462202
1760401148350,45592649
1760401148390,45664474
1760401148430,45718020
1760401148470,45674399
1760401148510,45753343
1760401148550,45861186
1760401148590,45880109
1760401148630,45839402
1760401148670,45810646
1760401148710,45806805
1760401148750,45842200
1760401148790,45897696
1760401148830,45935553
1760401148870,45970013
1760401148910,46024578
1760401148950,46109426
1760401148990,46187454
1760401149030,46226443
1760401149070,46278829
1760401149110,46303100
1760401149150,46285145
1760401149190,46262749
1760401149230,46239246
1760401149270,46243598
1760401149310,46281891
1760401149350,46294746
1760401149390,46283370
1760401149430,46288738
1760401149470,46291716
1760401149510,46275560
1760401149550,46273433
1760401149590,46286376
1760401149630,46351498
1760401149670,46396702
1760401149710,46431909
1760401149750,46441554
1760401149790,46444947
1760401149830,46418426
1760401149870,46399831
1760401149910,46383635
1760401149950,46370280
1760401149990,46396614
1760401150030,46402234
1760401150070,46381309
1760401150110,46357757
1760401150149,46258572
1760401150189,46250609
1760401150229,46288862
1760401150269,46344267
1760401150309,46381808
1760401150349,46307697
1760401150389,46204778
1760401150429,46153574
1760401150469,46123088
1760401150509,46065473
1760401150549,46010896
1760401150589,45999416
1760401150629,46025629
1760401150669,46078408
1760401150709,46137386
1760401150749,46160406
1760401150789,46164207
1760401150829,46155185
1760401150869,46100316
1760401150909,46020605
1760401150949,45982736
1760401150989,46051167
1760401151029,46128668
1760401151069,46150956
1760401151109,46165082
1760401151149,46204154
1760401151189,46305774
1760401151229,46433284
1760401151269,46529116
1760401151309,46554406
1760401151349,46537594
1760401151389,46516996
1760401151429,46500168
1760401151469,46479463
1760401151509,46421224
1760401151549,46385578
1760401151589,46341169
1760401151629,46286760
1760401151669,46250034
1760401151709,46221015
1760401151749,46225855
1760401151789,46228685
1760401151829,46216694
1760401151869,46221650
1760401151909,46239689
1760401151949,46244314
1760401151989,46236400
1760401152029,46210178
1760401152068,46171997
1760401152108,46126753
1760401152148,46075058
1760401152188,45889874
1760401152228,45551434
1760401152268,45513805
1760401152308,45601718
1760401152348,45833782
1760401152388,46135235
1760401152428,46512376
1760401152468,46621178
1760401152508,46689762
1760401152548,46788124
1760401152588,46945284
1760401152628,47054530
1760401152668,47208001
1760401152708,47285938
1760401152748,47284515
1760401152788,47404358
1760401152828,47298189
1760401152868,47466574
1760401152908,47866338
1760401152948,47791587
1760401152988,47650487
1760401153028,47846680
1760401153068,47943971
1760401153108,48108694
1760401153148,48078643
1760401153188,47922822
1760401153228,47519576
1760401153268,47111662
1760401153308,46846662
1760401153348,46653299
1760401153388,46512400
1760401153428,46307777
1760401153468,46099549
1760401153508,45944674
1760401153548,45929409
1760401153588,45925331
1760401153628,45970172
1760401153668,46084861
1760401153708,46213981
1760401153748,46342147
1760401153788,46457911
1760401153828,46508737
1760401153868,46576456
1760401153908,46608492
1760401153948,46607789
1760401153987,46644897
1760401154027,46636702
1760401154067,46598610
1760401154107,46535330
1760401154147,46476992
1760401154187,46407405
1760401154227,46327244
1760401154267,46238827
1760401154307,46180991
1760401154347,46147839
1760401154387,46111936
1760401154427,46074728
1760401154467,46061180
1760401154507,46100889
1760401154547,46245887
1760401154587,46542200
1760401154627,46847842
1760401154667,47097797
1760401154707,47290830
1760401154747,47382219
1760401154787,47424991
1760401154827,47302489
1760401154867,47156748
1760401154907,47395305
1760401154947,47497872
1760401154987,47553690
1760401155027,47517516
1760401155067,47372126
1760401155107,47163377
1760401155147,46974110
1760401155187,46796734
1760401155227,46692580
1760401155267,46639193
1760401155307,46586157
1760401155347,46541416
1760401155387,46510665
1760401155427,46492438
1760401155467,46479995
1760401155507,46550816
1760401155547,46646645
1760401155587,46707846
1760401155627,46775735
1760401155667,46886959
1760401155707,47123918
1760401155747,47306898
1760401155787,47323278
1760401155827,47213350
1760401155867,46987648
1760401155906,46770211
1760401155946,46627021
1760401155986,46526985
1760401156026,46477655
1760401156066,46460512
1760401156106,46463555
1760401156146,46479754
1760401156186,46472402
1760401156226,46456434
1760401156266,46440547
1760401156306,46414787
1760401156346,46395625
1760401156386,46377207
1760401156426,46345933
1760401156466,46281971
1760401156506,46249261
1760401156546,46232259
1760401156586,46169180
1760401156626,46076877
1760401156666,45996846
1760401156706,45904512
1760401156746,45802779
1760401156786,45662792
1760401156826,45522033
1760401156866,45382167
1760401156906,45284842
1760401156946,45229386
1760401156986,45178017
1760401157026,45108169
1760401157066,45022815
1760401157106,44974168
1760401157146,45006486
1760401157186,45022253
1760401157226,45022534
1760401157266,45003543
1760401157306,45045552
1760401157346,45098649
1760401157386,45088074
1760401157426,45088807
1760401157466,45091498
1760401157506,44990086
1760401157546,44832043
1760401157586,44729174
1760401157626,44590975
1760401157666,44523478
1760401157706,44523779
1760401157746,44609153
1760401157786,44757013
1760401157825,44942071
1760401157865,45045944
1760401157905,45057292
1760401157945,45096058
1760401157985,45116334
1760401158025,45129922
1760401158065,45139081
1760401158105,45143008
1760401158145,45144323
1760401158185,45170003
1760401158225,45194085
1760401158265,45187809
1760401158305,45150720
1760401158345,45088636
1760401158385,44968695
1760401158425,44742642
1760401158465,44530488
1760401158505,44402452
1760401158545,44321808
1760401158585,44269988
1760401158625,44235119
1760401158665,44213396
1760401158705,44197529
1760401158745,44194285
1760401158785,44250033
1760401158825,44334041
1760401158865,44414594
1760401158905,44483367
1760401158945,44513304
1760401158985,44485365
1760401159025,44477030
1760401159065,44476648
1760401159105,44460981
1760401159145,44453630
1760401159185,44425641
1760401159225,44385992
1760401159265,44344083
1760401159305,44268290
1760401159345,44168636
1760401159385,44104543
1760401159425,44022433
1760401159465,43963060
1760401159505,43902512
1760401159545,43853463
1760401159585,43828737
1760401159625,43797153
1760401159665,43747572
1760401159705,43713667
1760401159744,43715525
1760401159784,43802787
1760401159824,44071381
1760401159864,44595294
1760401159904,44891034
1760401159944,44781798
1760401159984,44510643
1760401160024,44474599
1760401160064,44445616
1760401160104,44444622
1760401160144,44419274
1760401160184,44365906
1760401160224,44318002
1760401160264,44336330
1760401160304,44441087
1760401160344,44575369
1760401160384,44847036
1760401160424,45129289
1760401160464,45181441
1760401160504,44929468
1760401160544,44436979
1760401160584,44202319
1760401160624,44107375
1760401160664,44077949
1760401160704,44159326
1760401160744,45007360
1760401160784,45823588
1760401160824,46146815
1760401160864,46147347
1760401160904,46266826
1760401160944,46374957
1760401160984,46380842
1760401161024,46382911
1760401161064,46270683
1760401161104,45963685
1760401161144,45093959
1760401161184,44832936
1760401161224,44661687
1760401161264,44562002
1760401161304,44661566
1760401161344,44728090
1760401161384,44749852
1760401161424,44852731
1760401161464,44941790
1760401161504,45020897
1760401161544,45254021
1760401161584,45287483
1760401161624,46035902
1760401161663,46512825
1760401161703,47150863
1760401161743,47164220
1760401161783,47317463
1760401161823,47467653
1760401161863,47592937
1760401161903,47734370
1760401161943,47888918
1760401161983,48021674
1760401162023,48130457
1760401162063,48225603
1760401162103,48298975
1760401162143,48356621
1760401162183,48404365
1760401162223,48458786
1760401162263,48507916
1760401162303,48552024
1760401162343,48590799
1760401162383,48629052
1760401162423,48667004
1760401162463,48693055
1760401162503,48722119
1760401162543,48757198
1760401162583,48794065
1760401162623,48818911
1760401162663,48834086
1760401162703,48849431
1760401162743,48860709
1760401162783,48887704
1760401162823,48914729
1760401162863,47916877
1760401162903,46738576
1760401162943,46719003
1760401162983,46765652
1760401163023,46737562
1760401163063,46715900
1760401163103,46762016
1760401163143,46801716
1760401163183,46873873
1760401163223,46979413
1760401163263,47011861
1760401163303,47023902
1760401163343,46995863
1760401163383,46954989
1760401163423,47028241
1760401163463,47079017
1760401163503,47123507
1760401163543,47110582
1760401163582,47480628
1760401163622,48228395
1760401163662,48681405
1760401163702,49113667
1760401163742,49430457
1760401163782,49645463
1760401163822,49764631
1760401163862,49757772
1760401163902,49737816
1760401163942,49695988
1760401163982,49669877
1760401164022,49655576
1760401164061,49632126
1760401164101,49598653
1760401164141,49564819
1760401164181,49519406
1760401164221,49439586
1760401164261,49327076
1760401164301,49256184
1760401164341,49265283
1760401164381,49332801
1760401164421,49371104
1760401164461,49392776
1760401164501,49424873
1760401164542,49475629
1760401164582,49557488
1760401164622,49649440
1760401164662,49721155
1760401164702,49766007
1760401164742,49793363
1760401164782,49831897
1760401164822,49826063
1760401164862,49711173
1760401164902,49424773
1760401164942,48867317
1760401164982,48209836
1760401165021,48053419
1760401165061,47933779
1760401165101,47832869
1760401165141,47819141
1760401165181,47645461
1760401165221,47524887
1760401165261,47549863
1760401165301,47498454
1760401165341,47488281
1760401165381,47518650
1760401165421,47545856
1760401165461,47581428
1760401165501,47688866
1760401165541,47858649
1760401165581,47961437
1760401165621,48184658
1760401165661,48362637
1760401165701,48414166
1760401165741,48526204
1760401165781,48706090
1760401165821,48829325
1760401165861,48859183
1760401165901,48814753
1760401165941,48662766
1760401165980,48291494
1760401166020,47859252
1760401166060,47518259
1760401166100,47292778
1760401166140,47153474
1760401166180,47049461
1760401166220,46913040
1760401166260,46784462
1760401166300,46662693
1760401166340,46557364
1760401166380,46491644
1760401166420,46455219
1760401166461,46462641
1760401166501,46525519
1760401166541,46748609
1760401166581,46857011
1760401166621,47190984
1760401166661,47233435
1760401166701,46898357
1760401166741,46751913
1760401166781,47059574
1760401166821,47405358
1760401166861,47624391
1760401166901,47791081
1760401166940,47900980
1760401166980,47968688
1760401167020,48013650
1760401167060,47994016
1760401167100,47849872
1760401167140,47584069
1760401167180,47270804
1760401167220,46936058
1760401167260,46769880
1760401167300,46664159
1760401167340,46632545
1760401167380,46630215
1760401167420,46643652
1760401167460,46637928
1760401167500,46627232
1760401167540,46649899
1760401167580,46756593
1760401167620,46967171
1760401167660,47101192
1760401167700,47207344
1760401167740,47496325
1760401167780,47738045
1760401167820,47925062
1760401167860,48157924
1760401167899,48347060
1760401167939,48428718
1760401167979,48366895
1760401168019,48238508
1760401168059,48113907
1760401168099,48028593
1760401168139,47885976
1760401168179,47651215
1760401168219,47395857
1760401168259,47096984
1760401168299,46875259
1760401168339,46727168
1760401168380,46635246
1760401168420,46594151
1760401168460,46584389
1760401168500,46602868
1760401168540,46673188
1760401168580,46775916
1760401168620,46945368
1760401168660,47121458
1760401168700,47130014
1760401168740,47097727
1760401168780,47037902
1760401168820,46959488
1760401168859,46908832
1760401168899,46953372
1760401168939,47004399
1760401168979,46970565
1760401169019,46843855
1760401169059,46696005
1760401169099,46560327
1760401169139,46455018
1760401169179,46382339
1760401169219,46332044
1760401169259,46286329
1760401169299,46239530
1760401169339,46205716
1760401169379,46186343
1760401169419,46176562
1760401169459,46168748
1760401169499,46176682
1760401169539,46194147
1760401169579,46230230
1760401169619,46433386
1760401169659,46705536
1760401169699,46956776
1760401169739,47136100
1760401169779,47185491
1760401169818,47097646
1760401169858,46890424
1760401169898,46503495
1760401169938,46135597
1760401169978,46086307
1760401170018,46059864
1760401170058,46060276
1760401170098,46099363
1760401170138,46092473
1760401170178,46133709
1760401170218,46179223
1760401170258,46455822
1760401170299,46461375
1760401170339,46469369
1760401170379,46485368
1760401170419,46508757
1760401170459,46526222
1760401170499,46494165
1760401170539,46416022
1760401170579,46327987
1760401170619,46249292
1760401170659,46198666
1760401170699,46140227
1760401170739,46085674
1760401170778,46059252
1760401170818,46012693
1760401170858,45952065
1760401170898,45887500
1760401170938,45766886
1760401170978,45577248
1760401171018,45272580
1760401171058,45065588
1760401171098,44912817
1760401171138,44735110
1760401171178,44616062
1760401171218,44484431
1760401171258,44385309
1760401171298,44319930
1760401171338,44304505
1760401171378,44287121
1760401171418,44276094
1760401171458,44263169
1760401171498,44247853
1760401171538,44227095
1760401171578,44213848
1760401171618,44197710
1760401171658,44187466
1760401171698,44188761
1760401171737,44202189
1760401171777,44220447
1760401171817,44251077
1760401171857,44275130
1760401171897,44264283
1760401171937,44258519
1760401171977,44273934
1760401172017,44309024
1760401172057,44344565
1760401172097,44352710
1760401172137,44356757
1760401172177,44352318
1760401172218,44330044
1760401172258,44309385
1760401172298,44297967
1760401172338,44302084
1760401172378,44308542
1760401172418,44307548
1760401172458,44297866
1760401172498,44267075
1760401172538,44231253
1760401172578,44203514
1760401172618,44186783
1760401172658,44184453
1760401172697,44252233
1760401172737,44250798
1760401172777,44245590
1760401172817,44242072
1760401172857,44238643
1760401172897,44245330
1760401172937,44288679
1760401172977,44413574
1760401173017,44555937
1760401173057,44631811
1760401173097,44632723
1760401173137,44622922
1760401173177,44586560
1760401173217,44497523
1760401173257,44423711
1760401173297,44371304
1760401173337,44319561
1760401173377,44278418
1760401173417,44231404
1760401173457,44198099
1760401173497,44190401
1760401173537,44204191
1760401173577,44215019
1760401173617,44227730
1760401173656,44240062
1760401173696,44250910
1760401173736,44248843
1760401173776,44240457
1760401173816,44226731
1760401173856,44236196
1760401173896,44235025
1760401173936,44223881
1760401173976,44186935
1760401174016,44179097
1760401174056,44201669
1760401174096,44197020
1760401174137,44190045
1760401174177,44206817
1760401174217,44252109
1760401174257,44279202
1760401174297,44282895
1760401174337,44297457
1760401174377,44330681
1760401174417,44358490
1760401174457,44357462
1760401174497,44342185
1760401174537,44332468
1760401174577,44325145
1760401174616,44337009
1760401174656,44361547
1760401174696,44399780
1760401174736,44431262
1760401174776,44452443
1760401174816,44472533
1760401174856,44492986
1760401174896,44517988
1760401174936,44545149
1760401174976,44574188
1760401175016,44600546
1760401175056,44625444
1760401175096,44639711
1760401175136,44636899
1760401175176,44605196
1760401175216,44562651
1760401175256,44494764
1760401175296,44478400
1760401175336,44478398
1760401175376,44501964
1760401175416,44523938
1760401175456,44517021
1760401175496,44505918
1760401175536,44518081
1760401175575,44535947
1760401175615,44549792
1760401175655,44548786
1760401175695,44542424
1760401175735,44500675
1760401175775,44461159
1760401175815,44432212
1760401175855,44410886
1760401175895,44404048
1760401175935,44399149
1760401175975,44391126
1760401176015,44375001
1760401176056,44362368
1760401176096,44364750
1760401176136,44370136
1760401176176,44361130
1760401176216,44335378
1760401176256,44324070
1760401176296,44319879
1760401176336,44295107
1760401176376,44263338
1760401176416,44253879
1760401176456,44239050
1760401176496,44235931
1760401176535,44264378
1760401176575,44294896
1760401176615,44340579
1760401176655,44364315
1760401176695,44368074
1760401176735,44374411
1760401176775,44410065
1760401176815,44446876
1760401176855,44463704
1760401176895,44447848
1760401176935,44406368
1760401176975,44348222
1760401177015,44348509
1760401177055,44386329
1760401177095,44445543
1760401177135,44496952
1760401177175,44497909
1760401177215,44489074
1760401177255,44454714
1760401177295,44402609
1760401177335,44390733
1760401177375,44345741
1760401177415,44365046
1760401177455,44483051
1760401177494,44594282
1760401177534,44670787
1760401177574,44700439
1760401177614,44709880
1760401177654,44767659
1760401177694,44852208
1760401177734,44910093
1760401177774,44974195
1760401177814,45035734
1760401177854,45086446
1760401177894,45137268
1760401177934,45140199
1760401177975,45090476
1760401178015,45043756
1760401178055,44992520
1760401178095,44949594
1760401178135,45029449
1760401178175,45401079
1760401178215,45724323
1760401178255,45828845
1760401178295,45877541
1760401178335,45851278
1760401178375,45601742
1760401178415,45415822
1760401178454,45401892
1760401178494,45452277
1760401178534,45384374
1760401178574,45264512
1760401178614,45072938
1760401178654,44916568
1760401178694,44812589
1760401178734,44734512
1760401178774,44709830
1760401178814,44686060
1760401178854,44671958
1760401178894,44687972
1760401178934,44722263
1760401178974,44746490
1760401179014,44750775
1760401179054,44754388
1760401179094,44748153
1760401179134,44728611
1760401179174,44688975
1760401179214,44671975
1760401179254,44673506
1760401179294,44678410
1760401179334,44673242
1760401179374,44670288
1760401179413,44650078
1760401179453,44626515
1760401179493,44594370
1760401179533,44552544
1760401179573,44526846
1760401179613,44511397
1760401179653,44502515
1760401179693,44501208
1760401179733,44492215
1760401179773,44493166
1760401179813,44488905
1760401179853,44487290
1760401179894,44481602
1760401179934,44473052
1760401179974,44462644
1760401180014,44460565
1760401180054,44457467
1760401180094,44452591
1760401180134,44463911
1760401180174,44508631
1760401180214,44552899
1760401180254,44686137
1760401180294,44837413
1760401180334,44988802
1760401180373,45140278
1760401180413,45216752
1760401180453,45268555
1760401180493,45279331
1760401180533,45217999
1760401180573,45127635
1760401180613,44983082
1760401180653,44848613
1760401180693,44727551
1760401180733,44602408
1760401180773,44408026
1760401180813,44271080
1760401180853,44252361
1760401180893,44256714
1760401180933,44280081
1760401180973,44302793
1760401181013,44320764
1760401181053,44335494
1760401181093,44349832
1760401181133,44371540
1760401181173,44403178
1760401181213,44451128
1760401181253,44500209
1760401181293,44530631
1760401181332,44553859
1760401181372,44575743
1760401181412,44597172
1760401181452,44613720
1760401181492,44626971
1760401181532,44631935
1760401181572,44630121
1760401181612,44630504
1760401181652,44632995
1760401181692,44647624
1760401181732,44663285
1760401181772,44681972
1760401181812,44712446
1760401181852,44744439
1760401181892,44762826
1760401181932,44775849
1760401181972,44773199
